CAP,Indirizzo,Denominazione struttura,Descrizione tipo assistenza erogata,Tipo struttura,Denominazione struttura di ricovero,Mesi di funzionamento,Giorni settimanali di apertura,Ore settimanali di apertura,Partita IVA,E-mail,Sito web,Prefisso,Telefono,Prefisso fax,Numero fax
93010,VIA LEONARDO DA VINCI S.N,CONSULTORIO FAMILIARE,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,4,20,1825570854,consultorio.vallelunga@asp.cl.it,,934,814429,934,814429
93010,VIA LEONARDO DA VINCI S.N,CONSULTORIO FAMILIARE,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,36,1825570854,consultorio.vallelunga@asp.cl.it,,934,814429,934,814429
93012,VIA MADONNA DEL ROSARIO 7/A,CENTRO SALUTE MENTALE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,66,1825570854,dsmgela@asp.cl.it,,933,901265,933,901265
93012,VIA MADONNA DEL ROSARIO 7/A,CENTRO SALUTE MENTALE,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,66,1825570854,dsmgela@asp.cl.it,,933,901265,933,901265
93100,Via Chiarandà n°13,NEUROPSICHIATRIA INFANTILE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,38,1825570854,,,934,506800,,
93100,Via Chiarandà n°13,NEUROPSICHIATRIA INFANTILE,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,38,1825570854,,,934,506800,,
93017,Via Forlanini n°5,NEUROPSICHIATRIA INFANTILE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,P.O.MADDALENA RAIMONDI,12,5,38,1825570854,,,934,512111,,
93017,Via Forlanini n°5,NEUROPSICHIATRIA INFANTILE,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,P.O.MADDALENA RAIMONDI,12,5,38,1825570854,,,934,512111,,
93012,Via Madonna del Rosario n°7 A,NEUROPSICHIATRIA INFANTILE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,38,1825570854,npi.gela@aspcl.it,,933,924707,933,901265
93012,Via Madonna del Rosario n°7 A,NEUROPSICHIATRIA INFANTILE,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,38,1825570854,npi.gela@aspcl.it,,933,924707,933,901265
93100,Via Chiarandà n°13,U.O. CENTRO DIURNO,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,5,38,1825570854,cd.caltanisetta@asp.cl.it,,934,506909,934,506900
93010,VIA MINTINA,POLIAMBULATORIO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,29,1825570854,presidioserradifalco@asp.cl.it,,934,931025,934,931025
93100,VIA CHIARANDA'13,CENTRO DI SALUTE MENTALE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,60,1825570854,dsm.caltanissetta@asp.cl.it,,934,506781,934,506783
93100,VIA CHIARANDA'13,CENTRO DI SALUTE MENTALE,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,60,1825570854,dsm.caltanissetta@asp.cl.it,,934,506781,934,506783
93019,VIA ALDO MORO,CONSULTORIO FAMILIARE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,3,18,1825570854,consultorio.sommatinoi@asp.cl.it,,922,873643,922,873409
93019,VIA ALDO MORO,CONSULTORIO FAMILIARE,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,2,12,1825570854,consultorio.sommatinoi@asp.cl.it,,922,873643,922,873409
93019,VIA ALDO MORO,CONSULTORIO FAMILIARE,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,30,1825570854,consultorio.sommatinoi@asp.cl.it,,922,873643,922,873409
93018,VIA RISORGIMENTO,CONSULTORIO FAMILIARE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,38,1825570854,consultorio.santa caterina@asp.cl.it,,934,679519,934,671555
93018,VIA RISORGIMENTO,CONSULTORIO FAMILIARE,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,1,4,1825570854,consultorio.santa caterina@asp.cl.it,,934,679519,934,671555
93017,VIA Forlanini 1,COMUNITA'TERAPEUTICA ASSISTITA,ASSISTENZA PSICHIATRICA,STRUTTURA RESIDENZIALE,P.O.MADDALENA RAIMONDI,12,7,168,1825570854,,,934,512310,934,512307
93012,Via Zuppardo 1/3,MEDI.GEST.srl VILLA ISABELLA ( GELA),ASSISTENZA PSICHIATRICA,STRUTTURA RESIDENZIALE,,12,7,168,4989310968,medigestctagela@gmail.comm,,933,1962203,933,1962203
93100,Via Carlo Pisacane S.N.,MEDI. GEST. S.R.L. CTA ' VILLA GIULIA',ASSISTENZA PSICHIATRICA,STRUTTURA RESIDENZIALE,,12,7,168,4989310968,medigestcl@gmail.com,,930,1973010,,
93011,Via Falconara snc. C/da Sgricciolo/Spinello,"""C.T.A. Butera""- NEWLIFE S.R.L.",ASSISTENZA PSICHIATRICA,STRUTTURA RESIDENZIALE,,10,7,168,1975700855,societanewlifesrl@gmail.com,newlife_srl@arubapec.it,934,1904047,934,1904047
93100,VIA CHIARANDA',S.E.R.T.,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,36,1825570854,sertcl@asp.cl.it,,934,506788,934,506786
93100,VIA CHIARANDA',S.E.R.T.,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,0,0,1825570854,sertcl@asp.cl.it,,934,506788,934,506786
93014,Via Dogliotti,SERT,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,P.O. M. IMMACOLATA LONGO,12,5,38,1825570854,sertmussomeli@virgilio.it,,934,962358,934,932353
93014,Via Dogliotti,SERT,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,P.O. M. IMMACOLATA LONGO,12,0,0,1825570854,sertmussomeli@virgilio.it,,934,962358,934,932353
93017,VIA FORLANINI 5,ASS.ZA PER TOSSICODIPENDENZA,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,P.O.MADDALENA RAIMONDI,12,5,36,1825570854,sert.sancataldo@asp.cl.it,,934,512302,934,512302
93017,VIA FORLANINI 5,ASS.ZA PER TOSSICODIPENDENZA,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,P.O.MADDALENA RAIMONDI,12,0,0,1825570854,sert.sancataldo@asp.cl.it,,934,512302,934,512302
93012,VIA PARIOLI 44,SERT,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,21,1825570854,sert.gela@asp.cl.it,,933,832045,933,824158
93012,VIA PARIOLI 44,SERT,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,0,0,1825570854,sert.gela@asp.cl.it,,933,832045,933,824158
93015,VIA MAZZINI 45,POLIAMBULATORIO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,48,1825570854,,,933,880257,,
93018,Via Luigi Monaco n° 109,Residenza Sanitaria Assistita,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,0,0,1825570854,rsa@asp.cl.it,,934,506324,,
93012,Via Minerbio 5,R.S.A. SO.GE.SA,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,SO.GE.SA.SPA.C.DI.C.S.BARBARA,12,0,0,514190826,rsa@casadicurasantabarbara.it,wwwsantabarbarahospital.it,933,817111,,
93012,Via Palazzi 217,RSACaposoprano Residence,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,0,0,1491170856,info@rsacaposoprano.it,www.rsacaposoprano.it,933,930104,933,935270
93012,VIA PALAZZI 99 C/O P.O.V.E.,SERV.PSICHIATRICO DIAG E CURA,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,P.O. VITTORIO EMANUELE (ex AO),12,5,10,1825570854,,,933,831210,933,831578
93100,VIA KENNEDY 37,CENTRO ANAL.CLIN.VITALE SRL,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,40,1357890852,info@analisiclinichevitale.it,wwwanalisiclinichevitale.it,934,26002,934,547916
93013,VIA DANTE 2,CONSULTORIO FAMILIARE,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,P.O. SANTO STEFANO,12,5,30,1825570854,consultorio.mazzarino@asp.cl.it,,934,300255,,
93013,VIA DANTE 2,CONSULTORIO FAMILIARE,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,P.O. SANTO STEFANO,12,5,30,1825570854,consultorio.mazzarino@asp.cl.it,,934,300255,,
93013,VIA FRATELLI CERVI N.84,C.M.O. CASANOVA SALV.E VAL SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,2,12,1532320858,,,934,381798,,
93017,VIA BABBAURRA N.42,STELLA ODONTOIATRICA S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,20,1592700858,anusma.lamensa@gmail.com,,934,586851,934,575102
93012,VIA BUTERA N. 88,POLIAMBULATORIO MED. DI BASE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,55,1825570854,poliambulatorio.gela@asp.cl.it,,933,905300,933,905323
93012,VIA BUTERA N. 88,POLIAMBULATORIO MED. DI BASE,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,30,1825570854,poliambulatorio.gela@asp.cl.it,,933,905300,933,905323
93010,VIA CAV. VITT. VENETO 162,CENTRO DIAGTERAPEUTICO'RZR'SRL,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,30,1327190854,centrorzr@libero.it,,934,930748,934,930748
93010,C/DA PEZZA GRANDE 26,ITINERA MEDICA SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,2,20,1631950852,ItineraMedica@Tiscali.it,,934,959161,,
93016,VIA PADOVA SNC,DIAVERUM ITALIA SRL,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,72,2243300361,diaverum@pec.it,www.diaverum.com,934,928715,934,922489
90100,VIA GIACOMO MATTEOTTI,POLIAMBULATORIO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,14,1825570854,presidio.milena@asp.cl.it,,934,936237,934,933069
93010,C/DA BARONIA,POLIAMBULATORIO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,16,1825570854,,,934,814144,,
93010,Via Mussomeli,POLIAMBULATORIO SPEC.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,2,11,1825570854,,,934,999255,,
95022,VIA IV NOVEMBRE 29,ANALISI CLINICHE VASTA DOTT. VASTA MARIO & C.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,36,3977100878,,,95,801770,95,801770
95024,VIA MUSMECI 7,IGEA CENTRO MEDICO CORRETTIVO S.A.S. DI BATTIATO MARIA CATENA & C,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,709690879,igea.fkt@gmail.com,,95,6733592,95,2931679
95024,VIA MARCHESE DI S. GIULIANO 21,CENTRO SAEM S.N.C. DOTT. DI CARLO & C,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,45,848600870,centrosaem @gmail.com,,95,604883,95,604883
95024,VIA FELICE PARADISO 78/L,STUDIO DI RADIOLOGIA LIZZIO SAS,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,40,4035820879,radiologializzio@gmail.com,,95,7647051,95,7647051
95024,CORSO SAVOIA 172,CARDIOLOGICA DI AJON V. & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,3769420872,ajon@hotmail.it,,95,891839,95,891839
95024,CORSO SAVOIA 172,CARDIOLOGICA DI AJON V. & C. S.A.S.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,20,3769420872,ajon@hotmail.it,,95,891839,95,891839
95024,CORSO PRINCIPE AMEDEO 25,CARDIOMED Dr. G. & D. ARCIDIACONO S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,3845500879,cardiomedarcidiaconosrl@pec.it,,95,7647089,95,7649988
95024,CORSO PRINCIPE AMEDEO 25,CARDIOMED Dr. G. & D. ARCIDIACONO S.R.L.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,30,3845500879,cardiomedarcidiaconosrl@pec.it,,95,7647089,95,7649988
95024,VIA P. VASTA 169,STUDIO DI RADIOLOGIA BUSA' DEI DOTTORI ANTONINO E MARIO,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,30,3542410877,radiologi.busa@gmail.it,,95,601407,95,601407
95024,VIA LORETO 16,ST. MEDICO di MEDICINA FISICA e RIABIL. Dott.COCO G.ppe srl,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,60,3568180675,info@cocostudiomedico.it,www.cocostudiomedico.it,95,891046,95,891046
95024,Via Kennedy 56 Q/2,CENTRO ANALISI Dott. MURABITO & C. SAS,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,34,3965920873,ca.angelomurabito@gmail.com,,95,7647276,95,7647276
95024,VIA VITO D'ANNA 18,STUDIO DERMATOLOGICO Dott.. RUSSO GIOVANNI & C. SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,27,4262450879,info@giovannirusso.biz,www.giovannirusso.biz,95,608235,95,608235
95024,VIA KENNEDY 39/C,STUDIO MEDICO DOTT. SCUDERO ALFIO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,3863300871,,,95,894580,95,7640396
95025,Via Alcidemde Gasperi 7,DI STEFANO CELESTINA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,9,1977100872,celestina.distefano@alice.it,,95,7648541,95,7648541
95031,VIA TAGLIAMENTO n.64,TIELLE DIAGNOSTYC SRL,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,32,3723550871,mimmotimpa@yahoo.it,,95,7695866,95,7698866
95031,CORSO SICILIA n.6,CENTRO MEDICO DERMATOLOGICO ADRANO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,4972230876,dott.francescoreina@libero.it,,95,7694781,,
95031,VIA IV NOVEMBRE 251 angolo VIA CATANIA,CMR CENTRO MEDICINA RIABILITATIVA DR. R. SCIACCA & C.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,60,3889360875,,,95,7695637,,
95034,VIA VITTORIO VENETO; 72,DIAGNOSTICA X IMMAGINI DR. REFORGIATO,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,32,4200350876,,,95,692839,,
95011,VIA GARIBALDI 12,LAB. ANALISI CLIN. S. FILIPPO DEL DR. V. CANNISTRACI & C.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,29,4524450873,vincenzocannistraci@virgilio.it,,95,640154,95,640154
95041,VIA PIETRO NOVELLI 40,CENTRO POLIDIAGNOSTICO BIZZINI SRL,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,40,3289210878,giacomo.bizzini@virgilio.it,,933,57378,933,57378
95129,VIA BALDUINO 47,AZZARO DR. RAFFAELE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,30,2527020875,raffaeleazzaro@alice.it,,95,441723,95,441723
95124,VIA SAN VITO 30,ABC ANALISI CLINICHE BIOLOGICHE DEI DOTT.RI S. BONACCORSI E G. MAGORDA S.N.C.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,38,1198390872,abclabo@gmail.com,,95,7151470,95,2245216
95127,VIA DUCA DEGLI ABRUZZI 54,LAB.ANALISI CLINICHE DEL DOTT. RENATO CALABRESE & C. s.a.s.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,34,4206890872,labcalabrese@gmail.com,,95,386864,95,386864
95127,VIA Pola 43/O,DERMATOLOGICA Br02 s.a.s. di Vintrici C. & C.s.a.s.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,15,4753010877,dermatologicabro2@gmail.com,,95,388862,,
95127,VIA MONFALCONE 28 A,DOTT. ANGELO CARUSO & c.s.r.l.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,33,4358320879,,,95,373274,,
95124,VIALE MARIO RAPISARDI 1,CASA CURA MATER DEI DI G. NESI & C.s.r.l.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,MATER DEI DI G.NESI & C. S.P.A,12,6,33,1129240873,urp@casadicuramaterdei.it,www.casadicuramaterdei.it,95,7369111,95,9707089
95125,VIA DEL BOSCO 105,CENTRO CLINICO E DIAGNOSTICO G.B. MORGAGNI SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,CASA DI CURA G.B. MORGAGNI S.R.L.,12,6,124,248620874,amministrazione@morgagni.it,www.policlinicomorgagni.it,95,238111,95,238163
95125,VIA DEL BOSCO 105,CENTRO CLINICO E DIAGNOSTICO G.B. MORGAGNI SRL,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,CASA DI CURA G.B. MORGAGNI S.R.L.,12,6,66,248620874,amministrazione@morgagni.it,www.policlinicomorgagni.it,95,238111,95,238163
95125,VIA DEL BOSCO 105,CENTRO CLINICO E DIAGNOSTICO G.B. MORGAGNI SRL,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,CASA DI CURA G.B. MORGAGNI S.R.L.,12,6,66,248620874,amministrazione@morgagni.it,www.policlinicomorgagni.it,95,238111,95,238163
95100,VIA BRONTE 44,CASA DI CURA MADONNA DEL ROSARIO,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,CASA DI CURA MADONNA DEL ROSARIO,12,6,30,560610875,m.delrosario@tiscali.it,,95,434127,95,446930
95128,Via Guardia della Carvana 4-4A,CENTRO DYNAMIC SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,60,839780871,centrodynamicsrl@tiscali.it,,95,508586,95,439608
95128,VIALE L. Da Vinci 12/24,CENTRO DI FISIOTERAPIA E RIABILITAZIONE 'PADRE PIO' DI A. TRINGALI s.r.l.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,45,1797730874,centropadrepio@tiscali.it,,95,321388,95,7168269
95126,VIA VITTORIO EMANUELE DA BORMIDA 64,HUMANITAS CENTRO CATANESE DI ONCOLOGIA SPA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,HUMANITAS CENTRO CATANESE DI ONCOLOGIA,12,5,50,288060874,salvina.scire@ccocatania.it,www.ccocatania.it,95,7339000,95,336989
95126,VIA VITTORIO EMANUELE DA BORMIDA 64,HUMANITAS CENTRO CATANESE DI ONCOLOGIA SPA,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,HUMANITAS CENTRO CATANESE DI ONCOLOGIA,12,5,50,288060874,salvina.scire@ccocatania.it,www.ccocatania.it,95,7339000,95,336989
95126,VIA VITTORIO EMANUELE DA BORMIDA 64,HUMANITAS CENTRO CATANESE DI ONCOLOGIA SPA,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,HUMANITAS CENTRO CATANESE DI ONCOLOGIA,12,5,30,288060874,salvina.scire@ccocatania.it,www.ccocatania.it,95,7339000,95,336989
95121,V.LE CASTAGNOLA 9 INT. 7,ASSOCIAZIONE CITODIAGNOSTICA,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,34,856470877,citodiagnostica@gmail.com,,95,572779,95,572779
95127,Via Pola 43/O,Clinica della Visione s.r.l.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,15,4651240873,poliambulatorio@gmail.com,,95,388862,,
95129,VIA CERVIGNANO 47,STUDIO DERMATOLOGICO del DOTT. CUTURI FILIPPO & C. s.a.s.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,30,5021780878,filippo.cuturi@gmail.com,,95,381772,95,3787393
95122,VIALE MARIO RAPISARDI 420,C.A.T.A. SRL,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,40,579940875,analisicata@gmail.com,www.analisicata.com,95,355888,95,355888
95124,PIAZZA STESICORO n. 8,CLINICAL ISOTOPIC MEDICAL CENTER s.r.l.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,39,1243480876,maedicasrl@tiscali.it,,95,325642,95,310125
95124,VIA ANDRONE 38,STUDIO DI RADIOLOGIA 'ENZO DE LUCA' S.R.L.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,50,497670877,radiologiadeluca@tiscali.it,www.radiologiadeluca.it,95,317575,95,317575
95123,VIA LAVAGGI 28,CHECK-UP CATANIA PROF. GIOVANNI DIENE s.r.l.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,3833210879,gdiene@alice.it,www.cardiologiacheck-upcatania.com,95,445800,95,7280315
95123,VIA LAVAGGI 28,CHECK-UP CATANIA PROF. GIOVANNI DIENE s.r.l.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,40,3833210879,gdiene@alice.it,www.cardiologiacheck-upcatania.com,95,445800,95,7280315
95123,VIA CESARE VIVANTE 1/3,DIECI DECIMI di Giancarlo Bannò s.r.l.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,38,3784340873,giancarlobanno@gmail.com,studiooculisticodiecidecimi.it,95,436155,95,430014
95125,VIA S. NICOLO' AL BORGO 122,STUDIO BASILE Pietro s.a.s. Radiologia e Terapia Fisica,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,36,3597010879,,,95,439145,95,439145
95128,VIA TORINO 73 INT. 7/A,CENTRO MEDICO FISIOTERAPICO ORIS CAV. G. MALTESE E FIGLI SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,50,3609990878,info@centromedicooris.it,www.centromedicooris;it,95,505462,95,505462
95123,VIA AMMIRAGLIO CARACCIOLO 6,LABORATORIO ANALISI CATALDI s.r.l.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,36,3858860871,laboratorio.cataldi@libero.it,www.laboratoriocataldi.it,95,356500,95,356500
95128,VIA BRUCA 8,STUDIO DI DERMATOLOGIA E VENEREOLOGIA DOTT. Gueli giuseppe s.r.l.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,4380830879,giuseppe.gueli137@gmail.com,,95,444244,95,509289
95123,VIALE M.RAPISARDI 224,SALUS sas - LABORATORIO ANALISI CLINICHE di Romano Francesca E. & CO,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,37,4079720878,labosalus@libero.it,,95,350455,95,350455
95123,VIA FICARAZZI 19,STUDIO MEDICO DEL DOTT. ZAGNI GIOVANNI S.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,21,4359180876,fachi@tiscali.it,,95,501324,95,7280806
95127,LARGO BORDIGHERA 52/49,ANALAB LABORATORIO ANALISI DELLA DOTT.SSA G. GIUSINO SRL,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,55,3657370874,info@analab.it,www.analab.it,95,7221551,95,7221551
95128,PIAZZA A. LINCOLN 2,CENTRO ODONTOIATRICO MEDITERRANEO s.r.l.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,3584420875,comsrl@gmail.com,,95,448560,95,448560
95126,PIAZZA M. BUONARROTI 22,STUDIO DI RADIOLOGIA Dott. Carmelo Raciti s.r.l.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,56,3794920879,info@carmeloracitimedicoradiologo.it,www.carmeloracitimedicoradiologo.it,95,444706,95,436384
95127,CORSO DELLE PROVINCE 116,FYSIO SPORT srl,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,4581090877,vincenzogiarrusso@hotmail.it,,95,506530,95,506530
95128,VIA ETNEA 684,CENTRO MEDICO ETNEA della dott.ssa Licciardello Bianca R. & C.s.n.c.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,3651480877,biancalicciardello@hotmail.com,www.centromedicoetneadocvadis.it,95,435294,95,435294
95125,VIA CIMAROSA 10,OTO 3 S.A.S. dott.ssa Luca A. Maria,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,26,4614020875,lucaannamaria@virgilio.it,,95,7150087,,
95127,VIA G. D'ANNUNZIO 125,RADIODIAGNOSTICA ANTONELLA D'ANGELO s.r.l.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,30,3584030872,radiologiadangelosas@tin.it,,95,375017,95,375212
95127,VIA PRINCIPE NICOLA 16,GINECOGEN DEL DOTT. GENNARO GIANCARLO E C S.A.S,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,4647540873,,,95,370453,,
95128,PIAZZA A. LINCOLN N.19,STUDIO DENTISTICO DOTT.ssa Francesca Scala e C. s.a.s.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,32,4862910876,francescascala@pec.ordinemedct.it,www.scalafrancesca.it,95,439198,95,439198
95123,Via Damiano Chiesa; 12,CUORE SANO DELLA DOTT.SSA LA MANTIA ROSALIA S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,48,3887750879,rosalia.lamantia@alice.it,cuore.sano@pec.it,95,239801,95,362356
95123,Via Damiano Chiesa; 12,CUORE SANO DELLA DOTT.SSA LA MANTIA ROSALIA S.R.L.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,48,3887750879,rosalia.lamantia@alice.it,cuore.sano@pec.it,95,239801,95,362356
95127,VIA DUCA DEGLI ABRUZZI 67/G,LABORATORIO ANALISI EUROPA DI LENTINI MARIA TERESA & C. SAS,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,32,3620090872,lpminniti@virgilio.it,www.Laboratorioanalisieuropa.it,95,370220,95,388538
