SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;DESCRIZIONECOMUNE;CAP;INDIRIZZO;DENOMINAZIONESITOLOGISTICO;LATITUDINE;LONGITUDINE;PARTITAIVA
ME;MESSINA;GIARDINI-NAXOS;98035;Via Jannuzzo, 37/B;PARAFARMACIA FICHERA;37,8177577;15,2664303;3569750833
ME;MESSINA;LETOJANNI;98037;Via Vittorio Emanuele, 127;Parafarmacia Dott.sa Catena Ragusa;0;0;3468750835
CT;CATANIA;VIAGRANDE;95029;Viale DELLA REGIONE, 47;PARAFARMACIA NUTRIPARAVET DELL DOTT. GIULIO SCIOTTO;37,6083531;15,0960303;5468510879
EN;ENNA;PIAZZA ARMERINA;94015;Via G. D'ANNUNZIO, 48;PARAFARMACIA SAN PIO;37,392702;14,372145;1243720867
RG;RAGUSA;ISPICA;97014;Via zecchino, snc;parafarmacia villaggio marispica;36,7114072;14,95193124;1324350881
SR;SIRACUSA;SIRACUSA;96100;Viale ZECCHINO, 80;FARMA SERVIZI;37,086021;15,2849734;1925770891
SR;SIRACUSA;SIRACUSA;96100;Viale ZECCHINO, 82;FARMA SERVIZI;37,086021;15,2849734;1925770891
ME;MESSINA;GAGGI;98030;Vial umberto I, 26;parafarmacia dell' alcantara;37,8592412;15,2218473;1647300837
PA;PALERMO;PALERMO;90127;Via GASPARE PALERMO, 61;IGEAPHARM;38,105342;13,3636055;6532140826
PA;PALERMO;PALERMO;90143;Via via mariano d'amelio, 46;farmaservice parafarmacia veterinaria;38,09349821;13,39233398;6608240823
RG;RAGUSA;RAGUSA;97100;Contrada SAN GIACOMO, SN;PARAFARMACIA DELLA TORRE DI GIUSEPPE SETTANTA;0;0;1651680884
PA;PALERMO;CINISI;90045;Stradastatale ss 113;parafarmacia viola;38,16148048;13,10344851;3905220822
ME;MESSINA;GIARDINI-NAXOS;98035;Via Umberto I, 162;La Tua Parafarmacia di Ylenia Maria Amordeluso;37,8402138;15,2765877;3587140835
ME;MESSINA;GIARDINI-NAXOS;98035;Via Umberto, 162;La Tua Parafarmacia di Ylenia Maria Amordeluso;37,8402138;15,2765877;3587140835
ME;MESSINA;GIARDINI-NAXOS;98035;Via Umberto, 162;Parafarmacia del Corso s.r.l.;37,8402138;15,2765877;3275620833
ME;MESSINA;LIPARI;98050;Via iditella, snc;parafarmacia sparacino francesca;38,63319971;15,0763733;3470640834
ME;MESSINA;SAN MARCO D'ALUNZIO;98070;Via Aluntina, 22-24;PARAFARMACIA RABBONE S.R.L.S.;38,072505;14,698969;3420310835
PA;PALERMO;CINISI;90045;Stradastatale ss113, s.n.c.;parafarmaciaviola;38,16188506;13,10269833;3905220822
ME;MESSINA;MESSINA;98122;Via PRINCIPE UMBERTO, IS.230 49/A;EGITTO FRANCESCO;38,194468;15,5462132;3448420830
ME;MESSINA;FURNARI;98054;Corso PALERMO TONNARELLA, 144;PARAFARMACIA;38,1260084;15,1154285;1827060839
CT;CATANIA;CATANIA;95126;Via duca degli abruzzi, 54/a;parafarmacia salmeri marina;37,5225347;15,1013006;5083490879
CT;CATANIA;CATANIA;95131;Via Crispi, 227/229;Parafarmacia - Erboristeria Crispi della dott.ssa G. Marcella Lo Re;37,5125551;15,0938395;5477580871
CT;CATANIA;CATANIA;95131;Via Crispi, 227/229;Parafarmacia BeZone Srl - Società Benefit;37,5125551;15,0938395;5477580871
CT;CATANIA;CATANIA;95131;Via Crispi, 227/229;Parafarmacia BeZone Srl - Società Benefit;37,5125551;15,0938395;5954210877
ME;MESSINA;MESSINA;98121;Viale giostra, snc;conad superstore;38,2071996;15,5585089;5648730827
CT;CATANIA;VIZZINI;95049;Via Vittorio Emanuele, 111;Gurrisi - La Rosa;37,1616646;14,7521167;5304980872
PA;PALERMO;PALERMO;90146;Via la malfa, 10;farmaservice parafarmacia veterinaria;38,15660199;13,31844717;6608240823
PA;PALERMO;PALERMO;90144;Via Francesco Paolo Di Blasi, 18;farmaservice parafarmacia veterinaria;38,139875;13,34510028;6608240823
PA;PALERMO;VILLABATE;90039;Via DE GASPERI, 257;CENTRO PICASSO;38,0838114;13,4496527;3959610829
CT;CATANIA;LINGUAGLOSSA;95015;Via ROMA, 134;PARAFARMACIA BELFIORE DI BELFIORE DOTT. ENRICO;37,8417471;15,142817;5499030871
TP;TRAPANI;MARSALA;91025;Via dante alighieri, 37;farmaservice parafarmacia veterinaria;37,7951133;12,4504149;6608240823
RG;RAGUSA;COMISO;97013;Corso HO CHI MIN, 125;PARAFARMACIA DELLA D.SSA STEFANIA CANTELLI;0;0;1664030887
ME;MESSINA;BARCELLONA POZZO DI GOTTO;98058;Via salvatore cattafi, 31;2C Pharma sas di Contartese Giuseppe & c;38,149623;15,221288;3174590830
PA;PALERMO;PALERMO;90100;Via empedocle restivo, 80;POLIGIULIA SOCIETA'COOPERATIVA;38,1449629;13,3352094;6586350826
TP;TRAPANI;MARSALA;91025;Via MARIO NUCCIO, 95;Herborarium Biotrading;37,7937775;12,4358946;2445510817
TP;TRAPANI;CASTELVETRANO;91022;Via caduti di nassirya, s.n.;farmaservice srls;37,6663085;12,8154036;6608240823
ME;MESSINA;CAPO D'ORLANDO;98071;Via Vittorio Veneto, 22;Parafarmacia Natura & Benessere;38,162829;14,7469766;3469050839
CT;CATANIA;MAZZARRONE;95040;Via Botteghelle, 41;Parafarmacia Dott.ssa Maria Paola Iudica;37,095322;14,565385;5500300875
ME;MESSINA;MESSINA;98121;Viale GIOSTRA, SNC;CONAD SUPERSTORE;41,9027835;12,4963655;3404800835
RG;RAGUSA;MODICA;97015;Via Pablo Picasso, 12;FARMA.TECH SRL;36,8322111;14,7664594;1636350884
CT;CATANIA;CATANIA;95128;Largo PASCOLI, 3-4-5;PARAFARMACIA D'ANNUNZIO;37,5176792;15,0908029;2999080878
CT;CATANIA;CATANIA;95128;Largo PASCOLI, 3-4-5;PARAFARMACIA D'ANNUNZIO;37,5176792;15,0908029;5609410872
CT;CATANIA;SANTA MARIA DI LICODIA;95038;Via VITTORIO EMANUELE, 181;PARAFARMACIA URSO;37,6146813;14,890992;5505960871
ME;MESSINA;MILAZZO;98057;Via Dei Mille, 39;Parafarmacia Natura & Benessere;38,2155935;15,241676;2118470836
CT;CATANIA;CATANIA;95127;Via trieste, 33;parafarmacia trieste;37,5174968;15,1009151;5510390874
ME;MESSINA;GAGGI;98030;Via umberto I, 26;parafarmacia dell alcantara;37,8592412;15,2218473;3493400836
SR;SIRACUSA;AUGUSTA;96011;Viale Epicarmo Corbino, 41;Parafarmacia Federico II della Dott.ssa Spasari Maria Stella;37,257412;15,227042;1335870893
SR;SIRACUSA;AVOLA;96012;Via SIRACUSA, 72;FARMACAPP DEL DOTT CAPPELLANI ALDO;36,9130665;15,1413517;1952590899
ME;MESSINA;PATTI;98066;Via C. COLOMBO, 54/56;BENESSERE NATURA PARAFARMACIA;38,1517094;14,9700696;3505670830
CT;CATANIA;ACIREALE;95024;Corso ITALIA, 131;PARAFARMACIA PIU' SALUTE;37,619202;15,15975;5541410873
EN;ENNA;LEONFORTE;94013;Corso UMBERTO, 244;PARAFARMACIA DEL CORSO DI G&S S.R.L.;37,639286;14,392333;1270960865
EN;ENNA;LEONFORTE;94013;Corso UMBERTO, 244;PARAFARMACIA SAN PIO;37,639286;14,392333;1243720867
EN;ENNA;LEONFORTE;94013;Corso UMBERTO, 244;PARAFARMACIA SAN PIO;37,639286;14,392333;1270960865
CT;CATANIA;CATANIA;95128;Via M.R.Imbriani, 221;lunifarma;37,5202077;15,0881808;5533000872
CT;CATANIA;CATANIA;95129;Via UMBERTO, 217;NANUK SRL;37,512421;15,094449;5543230873
CT;CATANIA;GIARRE;95014;Via M. SS. DEL CARMELO, 34;KHEMAFARMA;0;0;5537970872
PA;PALERMO;PALERMO;90141;Via E. NOTARBARTOLO, 1/E;PARAFARMACIA NOTARBARTOLO;38,1337666;13,3491361;2999080878
ME;MESSINA;ACQUEDOLCI;98070;Via Generale Di Giorgio, 56;PARAFARMACIA LIOTTA S.N.C. D.SSE CLELIA E LIDIA LO BALBO;38,0573231;14,5902612;2135620835
ME;MESSINA;GIARDINI-NAXOS;98035;Via jannuzzo, 37;parafarmacia recanati;37,8177714;15,2664407;3516030834
TP;TRAPANI;MAZARA DEL VALLO;91026;Lungomare Giacomo Hopps;Parafarmacia Tavormina;37,6478305;12,5953995;2693960813
PA;PALERMO;PALERMO;90144;Viale LAZIO, 60/C-62-62/A;FARMAPOINT MAYMONE;38,1411591;13,3356723;3915280824
PA;PALERMO;PALERMO;90144;Viale LAZIO, 60/C-62-62/A;FARMAPOINT MAYMONE;38,1411591;13,3356723;6741410820
PA;PALERMO;PALERMO;90144;Viale LAZIO, 60/C-62-62/A;PARAFARMACIA MAYMONE DI ANGELO GIOVANNI LEONE & C S.N.C.;38,1411591;13,3356723;6741410820
TP;TRAPANI;MARSALA;91025;Via garibaldi, 17;Herborarium Biotrading;37,7988504;12,4345264;2445510817
SR;SIRACUSA;CARLENTINI;96013;Contrada MARCELLINO C\O LA VELA;PARAFARMACIA FARMAFAMILY;41,9027835;12,4963655;1874730896
SR;SIRACUSA;PACHINO;96018;Via Giovanni Pascoli, 70b;farmachl di Vittini Mariaconcetta;36,71447;15,080828;1878130895
PA;PALERMO;CASTELDACCIA;90014;Via Lungarini, 16/18;PARAFARMACIA GUAGLIARDO SAS;38,054288;13,530653;6256920825
CT;CATANIA;MASCALI;95016;Via siculo orientale, 125;Mondo di alice;37,7544839;15,1952135;4567830874
ME;MESSINA;BROLO;98061;Contrada Malpertuso c7oCentro commerciale LA FILANDA;parafarmacia Malica;38,155825;14,8187871;3515810830
ME;MESSINA;GAGGI;98030;Piazza vittorio emanuele, 4;parafarmacia alcantara;37,8601276;15,2216843;3516030834
ME;MESSINA;GIARDINI-NAXOS;98035;Via casarsa, 42;Parafarmacia Naxion;37,8269069;15,2676652;3516030834
ME;MESSINA;MESSINA;98168;Via Regina Elena, 177;Para-FarmaMED;0;0;3526390830
ME;MESSINA;MESSINA;98121;Via Regina Elena, 177;Parafarmacia FarmaLife;0;0;3526390830
EN;ENNA;TROINA;94018;Via san silvestro, 1;parafarmacia laurus;37,78585655;14,5951772;1257480861
PA;PALERMO;PALERMO;90144;Largo TRINACRIA, 11;PARAFARMACIA SALUTE E BENESSERE;38,1467516;13,3383057;6003800825
PA;PALERMO;PALERMO;90144;Largo TRINACRIA, 4/5;PARAFARMACIA SALUTE E BENESSERE;38,1467516;13,3383057;6003800825
CT;CATANIA;CATANIA;95127;Via ALDEBARAN, 22;GIA.SVE.SRL;37,521737;15,1106168;5580600871
CT;CATANIA;GRAMMICHELE;95042;Corso Vittorio Emanuele, 81;Parafarmacia Dott.ssa Miriam Cristofaro;37,2114846;14,6393072;4758100871
TP;TRAPANI;TRAPANI;91011;Via delle magnolie, 22;farmaservice srls;37,9722548;12,9578279;6608240823
RG;RAGUSA;VITTORIA;97019;Via roma, 354;la terra pirrè rosa;36,9476783;14,5273517;1130000886
ME;MESSINA;SANTA TERESA DI RIVA;98028;Via REGINA MARGHERITA, 129;PARAFARMACIA LUCCHESI ELENA;37,9469364;15,3688548;2936660832
SR;SIRACUSA;SIRACUSA;96100;Viale Epipoli, 64;PHARMA EPIPOLI;37,08152791;15,27248933;1950760890
SR;SIRACUSA;SIRACUSA;96100;Riva Garibaldi, 10;ESSENTIAL;37,0635408;15,2906559;1940940891
PA;PALERMO;BAGHERIA;90011;Via AMERIGO VESPUCCI, 13-15;PARAFARMACIA BAARIA S.R.L.;38,0800241;13,5134535;6699080823
PA;PALERMO;PALERMO;90146;Via CASTELFORTE, 101/B-C;PARAFARMACIA;38,179393;13,3251881;6729340825
CT;CATANIA;SCORDIA;95048;Via PRINCIPE DI PIEMONTE, 29;PARAFARMACIA DI SAN GIUSEPPE;37,295836;14,8440359;5362900879
CT;CATANIA;SCORDIA;95048;Via PRINCIPE DI PIEMONTE, 29;PARAFARMACIA DI SAN GIUSEPPE;37,295836;14,8440359;5753040871
ME;MESSINA;GIARDINI-NAXOS;98035;Via zara, 15;parafarmacia schisò;37,8257134;15,2678337;3537260832
PA;PALERMO;PALERMO;90141;Via TERRASANTA, 20-22;BL VET;0;0;6730090823
ME;MESSINA;MESSINA;98122;Via PRIMO SETTEMBRE, 116;FARMISSIMA WELLNESS;0;0;3527270833
PA;PALERMO;PALERMO;90143;Via Vincenzo Generale Streva, 4;FARMALANDA S.R.L.;-;-;6732100828
SR;SIRACUSA;NOTO;96017;Via SALVEMINI G., 38;PARAFARMACIA DR. PIER SANTI BASILE S.R.L.S.;-;-;1822580898
TP;TRAPANI;CASTELVETRANO;91022;Via via giallonghi, 9;parafarmacia dott.ssa Barbera;0;0;2449420815
ME;MESSINA;NIZZA DI SICILIA;98026;Via UMBERTO I, 427;Parafarmacia del benessere del dottor Diego Sgroj;-;-;3538050836
AG;AGRIGENTO;CAMMARATA;92022;Via VENEZIA, 39;PARAFARMACIA DOTT.SSA MELANIA DI PIAZZA;-;-;2645580842
TP;TRAPANI;MAZARA DEL VALLO;91026;Via castelvetrano, 30;ZOO SERVICE SRL parafarmacia veterinaria;-;-;6439220820
SR;SIRACUSA;SIRACUSA;96100;Via Elorina, 55;Biberon;-;-;1788160891
SR;SIRACUSA;AUGUSTA;96011;Via CITRUS, 14-16;PARAFARMACIA CITRUS;37,243194;15,22052;1847120894
ME;MESSINA;GIARDINI-NAXOS;98035;Via jannuzzo, 37;Parafarmacia Recanati;37,8177577;15,2664303;3537260832
CT;CATANIA;CALTAGIRONE;95041;Viale Mario Milazzo, 116;PARAFARMACIA MODERNA;37,2233767;14,5235588;5065820879
TP;TRAPANI;MAZARA DEL VALLO;91026;Via Castelvetrano, 30;farmaservice srls;37,6499049;12,598123;6608240823
PA;PALERMO;PALERMO;90141;Via xx settembre, 15;Virz Antonella;38,1253659;13,3536346;6765060824
SR;SIRACUSA;SIRACUSA;96100;Via NECROPOLI DEL FUSCO, SN;PARAFARMACIA ESSENTIAL;37,0708885;15,2661706;1983610898
PA;PALERMO;PALERMO;90141;Via GIUSEPPINA TURRISI COLONNA, 86/88;ORTOPEDIA PARAFARMACIA CASSARO ANTONELLA;38,1251581;13,3466771;6030030826
TP;TRAPANI;ALCAMO;91011;Via delle magnolie, 22;ZOO SERVICE parafarmacia veterinaria;-;-;6439220820
CT;CATANIA;SAN GIOVANNI LA PUNTA;95037;Via Della Regione, 56;Bellezza in Salute S.r.l.s.;37,5730862;15,08709813;5165990879
PA;PALERMO;PALERMO;90142;Via Via Papa Sergio I, 60;officine ortopediche policlinico srl;38,1524694;13,3705385;4998450821
PA;PALERMO;PALERMO;90144;Via UMBERTO GIORDANO, 240;PARAFARMACIA DOTTORESSA TIZIANA TERRANOVA;38,137864;13,3379792;6631870828
ME;MESSINA;CAPO D'ORLANDO;98071;Via Consolare Antica, 595;Parafarmacia FarmaQualità;38,136654;14,7288746;3383830837
ME;MESSINA;CAPO D'ORLANDO;98071;Via Consolare Antica - c/da Bruca;Qualità supermercati;38,136654;14,7288746;3383830837
PA;PALERMO;VILLAFRATI;90030;Via VITTORIO EMANUELE, 81;PARAFARMACIA VALLE;37,9055978;13,4831714;6834690825
PA;PALERMO;VILLAFRATI;90030;Via VITTORIO EMANUELE, 81;ROMANENGO ISABELLA;37,9055978;13,4831714;6777680825
SR;SIRACUSA;AVOLA;96012;Via Cavour, 61;Parafarmacia Dott. Antonino Miranda;36,91003429;15,13374933;1947550891
PA;PALERMO;PALERMO;90127;Via Gaspare palermo, 61;Parafarmacia natura e bellezza di Blangy Alexandra Moreno;38,1054249;13,3635529;6781580821
PA;PALERMO;VICARI;90020;Via diaz, 44/46;parafarmacia rosselli;37,8261716;13,5705866;6768680826
ME;MESSINA;MESSINA;98123;Via Dogali, 32;Parafarmacia Cotroneo SRL;38,1859268;15,5567194;3570550834
CT;CATANIA;CATANIA;95127;Viale VITTORIO VENETO, 225;FARMAOFFICINA;37,5236268;15,0959277;2941270841
CT;CATANIA;CATANIA;95127;Viale Vittorio Veneto, 190;Parafarmacia Bellezza in Salute;37,52623757;15,0958029;5165990879
CT;CATANIA;LINGUAGLOSSA;95015;Via Via Roma, 134;l'angolo della salute parafarmacia-erboristeria;37,8417378;15,1428023;5673570874
SR;SIRACUSA;SIRACUSA;96100;Via Mons. Carabelli, 14;Parafarmacia C & D S.r.l.;37,0701296;15,2845408;1578230896
PA;PALERMO;BALESTRATE;90041;Via PAOLINO GESUGRANDE, 1;CENTRO ORTOPEDICO SANITARIO FERRO E C. SAS;38,0510799;13,0069544;3974900825
TP;TRAPANI;CAMPOBELLO DI MAZARA;91021;Via IV APRILE, 23-25;AMARI FARMA S.R.L.S.;37,6325913;12,7500058;2662320817
TP;TRAPANI;CASTELVETRANO;91022;Via caduti di nassirya;farmavet;37,6661963;12,8139293;6439220820
PA;PALERMO;PALERMO;90125;Via FRANCESCA SERIO, 40;PARAFARMACIA MISTRETTA;0;0;6804080825
AG;AGRIGENTO;RAFFADALI;92015;Via Porta Agrigento, 110;PARAFARMACIA SICURELLO DEL DOTT. SICURELLO SALVATORE;37,39892839;13,53240719;2950710844
RG;RAGUSA;MODICA;97015;Via Fosso Tantillo, 35;FARMAMOTYCA PARAFARMACIA DELLA DR.SSA ELISA SALINA;36,835775;14,7620339;1717080889
ME;MESSINA;TORREGROTTA;98040;Via XXI Ottobre, 629;Emporio della Salute;38,19153229;15,35185291;3577200839
CT;CATANIA;PALAGONIA;95046;Via Garibaldi, 288;parafarmacia zaffonte.c;37,32249502;14,74433002;4883380877
CT;CATANIA;ACIREALE;95024;Via Lazzaretto, 32;Vivisalute Lazzaretto;37,6221378;15,151215;4996710879
CT;CATANIA;ACIREALE;95024;Via Lazzaretto, 32;Vivisalute Lazzaretto;37,6221378;15,151215;5533000872
CT;CATANIA;ACIREALE;95024;Via Nazionale per Catania, 183;Vivisalute Capomulini;37,5826262;15,1700312;4996710879
CT;CATANIA;ACIREALE;95024;Via Nazionale per Catania, 183;Vivisalute Capomulini;37,5826262;15,1700312;5533000872
PA;PALERMO;PALERMO;90144;Via GIUSEPPE SCIUTI, 104 I / L;FACES SRL;38,13624434;13,3403635;6770080825
ME;MESSINA;TRIPI;98060;Via Aldo Moro, 28/b;Parafarmacia dott. Ieni;38,073254;15,09916;3061560839
ME;MESSINA;TRIPI;98060;Via Aldo Moro, 29/b;Parafarmacia dott. Ieni;38,073254;15,09916;3061560839
AG;AGRIGENTO;AGRIGENTO;92026;Viale Cannatello, 103;FARMAOFFICINA;37,2635352;13,6231438;2941270841
AG;AGRIGENTO;AGRIGENTO;92100;Viale Cannatello, 103;FARMAOFFICINA;37,2635352;13,6231438;2941270841
RG;RAGUSA;RAGUSA;97100;Viale DEI PLATANI, 71;Dr. Messina Vincenzo;36,9221351;14,717808;1577910886
CT;CATANIA;SAN GIOVANNI LA PUNTA;95030;"Viale Cristoforo Colombo c/o Parco Commerciale ""Portali""";PARAFARMACIA PORTALI FARMISSIMA;37,5836804;15,1048674;5609410872
CT;CATANIA;GRAMMICHELE;95042;Corso Vittorio Emanuele, 180;Ditta individuale;37,2152996;14,6360561;5500300875
CT;CATANIA;CATANIA;95129;Corso delle province, 120;FARMAOFFICINA S.A.S.;37,5188189;15,0923824;2941270841
ME;MESSINA;SANT'AGATA DI MILITELLO;98076;Via S.Giuseppe;Parafarmacia Sberna;38,06853406;14,63322686;3381580830
CT;CATANIA;ACIREALE;95129;Vial salvatore vigo, 56E;parafarmacia salute e bellezza;0;0;5697670874
CT;CATANIA;PEDARA;95030;Piazza Don Diego, 41;FARMAMIA;37,619296;15,06057;3592770832
CT;CATANIA;SANTA MARIA DI LICODIA;95038;Via VITTORIO EMANUELE, 203/A;PARAFARMACIA URSO;37,6148461;14,8903782;5505960871
SR;SIRACUSA;SIRACUSA;96100;Via S. ORSOLA, 31-33;FARMAGIOIA DI GIOIA PAMELA;37,0964886;15,2721641;2006500892
SR;SIRACUSA;SIRACUSA;96100;Via S. ORSOLA, 31-33;PARAFARMAGIOIA DI GRADANTE GIUSEPPE SRLS;37,0964886;15,2721641;2030620898
PA;PALERMO;PALERMO;90146;Via Ugo La Malfa, 3;La Malfa;0;0;6749600828
PA;PALERMO;PALERMO;90135;Via Crocifisso a Pietratagliata, 19;FARMASERVICE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;38,1021455;13,3223279;6608240823
PA;PALERMO;PALERMO;90135;Via crocifisso a pietratagliata, 19;ZOO SERVICE SRL parafarmacia;38,1021455;13,3223279;6439220820
EN;ENNA;LEONFORTE;94013;Contrada Faccia lavata, 1;PARAFARMACIA SAN PIO DI G.S.A. S.R.L.;0;0;1243720867
PA;PALERMO;PALERMO;90144;Via Francesco Lo Jacono, 35;Virz Antonella;38,1331395;13,3453681;6765060824
CT;CATANIA;ACIREALE;95024;Via Mandorle, 45;Parafarmacia via Mandorle di Tabuso Carmen;37,6036297;15,1625179;5710710871
ME;MESSINA;GIARDINI-NAXOS;98035;Via Naxos, 245;PARAFARMACIA NAXOS SRL;37,8252604;15,2692879;3595000831
SR;SIRACUSA;CARLENTINI;96013;Via GRAMSCI, 45;PHARMASAN SNC DI CASTRO MARIA E GUERCIO SIMONE;37,296498;15,007678;2012830895
PA;PALERMO;PARTINICO;90047;Via SANTI SAVARINO T-S2, SNC;CENTRO ORTOPEDICO SANITARIO FERRO E C. SAS;38,0421279;13,1084223;3974900825
AG;AGRIGENTO;AGRIGENTO;92100;Viale VIAREGGIO, 20;VETERFARMACI DI MANGIONE IOLANDA;37,2658435;13,5815913;2968540845
PA;PALERMO;PALERMO;90141;Via terrasanta, 20/22;bl vet srl;38,1284532;13,3456254;6730090823
CT;CATANIA;CATANIA;95127;Viale Viale Vittorio Veneto 64, 64;FARMATEK SRL;37,5199248;15,0968219;4515460873
CT;CATANIA;CATANIA;95127;Viale Vittorio Veneto, 64;FARMATEK SRL;37,5199248;15,0968219;4515460873
PA;PALERMO;PALERMO;90133;Via Salita Partanna, 1;Parafarmacia della Marina;38,1170627;13,3681779;6855690829
CT;CATANIA;GIARRE;95014;Via DON TOMMASO LEONARDI, 29;PARAFARMACIA BIOGALENICA DELLA DOTT.SSA MARIAGRAZIA BELFIORE;37,729115;15,187812;5744000877
ME;MESSINA;TAORMINA;95039;Viale San Pancrazio, 12;TAOFARMA S.R.L.;37,854829;15,2889409;3607200833
SR;SIRACUSA;SIRACUSA;96100;Via NECROPOLI DEL FUSCO;ARCHIMEDE SUPERSTORE SRL;37,0693508;15,2653598;2009820891
SR;SIRACUSA;SIRACUSA;96100;Via NECROPOLI DEL FUSCO;FC SERVICES S.R.L.;37,0693508;15,2653598;2076680897
TP;TRAPANI;TRAPANI;91100;Via Conte Agostino Pepoli, 36;Scarcella Tiziana;38,0200133;12,5359302;2762410815
ME;MESSINA;CAPO D'ORLANDO;98071;Piazza MATTEOTTI, 9-10;PARAFARMACIA DEL CENTRO;38,161556;14,74566;3459150839
PA;PALERMO;CEFALU';90015;Via Archimede, 23;Parafarmacia Vizzini;38,03596531;14,01855988;6847450829
RG;RAGUSA;MODICA;97015;Viale MEDITERRANEO, 2;FARMARINA;36,711995;14,775677;1049760885
AG;AGRIGENTO;MENFI;92013;Via Piemonte, snc;PARAFARMACIA VEGA S.R.L.;37,57613658;12,90605989;2943700845
CT;CATANIA;CATANIA;95100;Piazza Mancini Battaglia, 22;Pillsfarmaci di Cettinagaia Gulizia;37,5309247;15,1117587;5712370872
CT;CATANIA;GRAVINA DI CATANIA;95030;Via Quasimodo, 1;Parafarmacia Katane;37,5519973;15,0679632;5749550876
RG;RAGUSA;MODICA;97015;Viale MEDITERRANEO, 36/38;FARMARINA;36,7123565;14,7760609;1049760885
CT;CATANIA;TREMESTIERI ETNEO;95030;Piazza TIVOLI, 27;PARAFARMACIA TIVOLI;37,5405372;15,0998583;5749550876
PA;PALERMO;PARTINICO;90047;Via salerno, 1;rao farmaceutici srl;38,0432539;13,1238277;6349600822
PA;PALERMO;PALERMO;90146;Via Giuseppe Lanza di Scalea, 1963;PARAFARMACIA CONAD;38,1834016;13,3085605;1967130541
CT;CATANIA;SANT'AGATA LI BATTIATI;95030;Via Barriera del Bosco, 16/H-I-L-M;Hobbyzoo;37,5459317;15,0799917;5474350872
CT;CATANIA;CATANIA;95127;Via Vicenza, 55;GRUPPO PHARMA MEDICAL SRLS;37,5197382;15,0958378;5312720872
CT;CATANIA;CATANIA;95128;Via Quieta, 23/A;Reformhaus di Losi Lia Maria Innocenza;37,5231246;15,0846682;5602670878
PA;PALERMO;PALERMO;90144;Via Giacomo Leopardi, 15/17;FARMALANDA S.R.L.;0;0;6732100828
PA;PALERMO;ALTOFONTE;90030;Via CAVORU, 24;PARAFARMACIA DOTT.SSA LA BARBERA SERENA MARIA;38,044043;13,2987295;6856260820
PA;PALERMO;PALERMO;90100;Via DELL' ORSA MINORE, 272/274;SERVIZI E SALUTE S.A.S.DEL DOTT LISTRO ORAZIO;38,092435;13,3658337;6898540825
CT;CATANIA;CATANIA;95129;Via Vittorio Emanuele Orlando, 28;Natura&Pharma;37,51577;15,09317;4744390875
ME;MESSINA;CAPRI LEONE;98070;Via PUGLIATTI, 38;PARAFARMACIA RABBONE SRLS;0;0;3420310835
ME;MESSINA;CAPO D'ORLANDO;98071;Via consolare antinca, 198;PARAFARMACIA MALICA 1;38,1473104;14,7366044;3515810830
PA;PALERMO;PALERMO;90144;Via FRANCESCO LO JACONO, 35;PA- 423555;38,1331395;13,3453681;6897210826
CT;CATANIA;ACIREALE;95024;Via Lazzaretto, 24;Hobbyzoo;37,6241071;15,1495096;5474350872
EN;ENNA;ENNA;94100;Via ROSARIO LIVATINO, 54;KARMA SANITARIA;37,5549226;14,2972419;1219110861
CT;CATANIA;CATANIA;95129;Viale della Libertà, 172;Parafarmacia Libertà;37,5140189;15,0977889;4544400874
CT;CATANIA;TREMESTIERI ETNEO;95030;Via DEGLI ULIVI, 3/O;PARAFARMACIA RAVANUSA Sas;37,5702098;15,0824792;5810680875
EN;ENNA;ENNA;94100;Viale delle Olimpiadi, 81 E/F/G;NOVAFARMA S.R.L.S.;37,55276194;14,29631482;1285080865
CT;CATANIA;PALAGONIA;95046;Via Vittorio Emanuele, 176-178;PARAFARMACIA DR. DI MARIA DI EUGENIO ANGELO DI MARA;37,328401;14,747528;5361130874
EN;ENNA;BARRAFRANCA;94012;Via Fratelli Vasapolli, 235;Parafarmacia Mattina;37,3756113;14,2020408;1220090862
CT;CATANIA;ACI SANT'ANTONIO;95025;Via Santa Maria la Stella, 2;Parafarmacia Farmastella;37,6259136;15,1317659;5827430876
CT;CATANIA;SANT'AGATA LI BATTIATI;95030;Via Umberto, 30;Parafarmacia I Portici Dott.ssa Gabriella Saitta;37,5557049;15,0811764;5699830872
RG;RAGUSA;SANTA CROCE CAMERINA;97017;Via Verdi, 9;Parafarmacia Dott. Germano Pierpaolo;36,8284661;14,5241063;1577560897
ME;MESSINA;TAORMINA;98039;Via Francavilla, 65;Parafarmacia;37,8283985;15,2542468;3646570832
ME;MESSINA;ROCCALUMERA;98027;Via Umberto I, 416;Amica Natura;37,974942;15,3933745;3280560834
CT;CATANIA;MILITELLO IN VAL DI CATANIA;95043;Via GIOVANNI VERGA, 15;PARAFARMACIA BENESSERE E SALUTE S.R.L.;37,2765169;14,7934004;5834760877
SR;SIRACUSA;PRIOLO GARGALLO;96010;Via DORA, 14;PARAFARMACIA S. FOCA' SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA (S.R.L.S.);37,1485869;15,1876633;2049090893
RG;RAGUSA;RAGUSA;97100;Via ROMA, 162;FARMAROMA;36,9247119;14,7280088;2030570895
